column1,Date,Headline
7910,2013-06-17,Telecoms merger buzz boosts European shares
7911,2013-06-17,European shares gain on merger speculation
7912,2013-06-17,REFILE-European shares advance, M&A talk boosts telecoms
7913,2013-06-17,European shares led higher by telecoms on M&A talk
7914,2013-06-17,Europe Factors to Watch-Shares set extend tentative rebound
7915,2013-06-17,Europe stock index futures signal early gains
7916,2013-06-14,European shares take comfort on Fed from weak U.S. data
7917,2013-06-14,European shares supported by weak U.S. data
7918,2013-06-14,European shares extend gains after weak U.S. data
7919,2013-06-14,European shares falter in light trade before U.S. data
7920,2013-06-14,European shares erase gains in thin trade
7921,2013-06-14,European shares snap four-session losing streak
7922,2013-06-14,European shares snap four-session losing streak
7923,2013-06-14,Europe Factors to Watch-Shares set to snap losing streak
7924,2013-06-14,European stock index futures signal rebound
7925,2013-06-13,Europe shares end broadly steady, off day's lows
7926,2013-06-13,Europe shares end broadly steady, up from day's lows
7927,2013-06-13,European shares trim losses as banks, miners bounce
7928,2013-06-13,Financials lead European shares down on yield worries
7929,2013-06-13,European shares at 7-week lows on cash-curb concerns
7930,2013-06-13,European shares at 7-week lows on stimulus woe
7931,2013-06-13,European Factors to Watch-Shares to fall sharply on Fed concerns
7932,2013-06-13,European stock index futures signal steep losses
7933,2013-06-12,Greek political jitters unsettle European equities
7934,2013-06-12,Greek political jitters unsettle European equities
7935,2013-06-12,European shares turn negative as Wall Street pares gains
7936,2013-06-12,Kabel Deutschland and Inditex help Europe shares recover
7937,2013-06-12,European shares edge back up after losing streak
7938,2013-06-12,European shares steady after losing streak
7939,2013-06-12,Europe Factors to Watch-Shares set to dip; Inditex eyed
7940,2013-06-12,European stock index futures signal further losses
7941,2013-06-11,Europe shares hit by new bout of stimulus worry
7942,2013-06-11,European shares hit by fresh bout of stimulus worry
7943,2013-06-11,European shares extend losses to over 2 percent
7944,2013-06-11,European shares at 6-week lows on central bank concerns
7945,2013-06-11,European shares hit by worries over central bank stimulus
7946,2013-06-11,European shares weighed down by stimulus concerns
7947,2013-06-11,European Factors to Watch-Shares seen opening lower
7948,2013-06-11,European stock index futures signal lower open
7949,2013-06-10,Europe shares dip as China growth worries hit miners
7950,2013-06-10,Europe shares dip as Chinese data hits miners
7951,2013-06-10,Europe shares pare losses as S&P raises U.S. credit outlook
7952,2013-06-10,Miners drag on European shares on weak China data
7953,2013-06-10,Miners drag European shares down after China data
7954,2013-06-10,Miners drag European shares lower after China data
7955,2013-06-10,European Factors to Watch-Shares seen lower on China data
7956,2013-06-10,European stock index futures signal lower open
7957,2013-06-07,European shares bounce back after US jobs data
7958,2013-06-07,European shares end higher after U.S. jobs data
7959,2013-06-07,European shares extend gains in wake of U.S. jobs
7960,2013-06-07,European shares near 6-week lows before pivotal U.S. data
7961,2013-06-07,European shares flat awaiting payrolls, near 6-week lows
7962,2013-06-07,European shares steady near 6-wk lows ahead of payrolls
7963,2013-06-07,European Factors to Watch-Shares seen higher, focus on U.S. jobs
7964,2013-06-07,European stock index futures signal higher open
7965,2013-06-06,Banks put European shares into reverse after ECB
7966,2013-06-06,Bank slide drags European shares lower after ECB
7967,2013-06-06,Johnson Matthey fuels European shares rise after results
7968,2013-06-06,European shares open flat, Barclays falls on placement
7969,2013-06-06,Barclays falls on placement as Europe opens flat
7970,2013-06-06,European Factors to Watch - Europe shares set for fresh losses
7971,2013-06-06,European stock index futures signal lower open
7972,2013-06-06,European Factors to Watch - Europe shares set for fresh losses
7973,2013-06-05,European shares sink as investors fret about Fed
7974,2013-06-05,European shares end at six-week closing low
7975,2013-06-05,Carrefour falls as Europe equity pullback deepens
7976,2013-06-05,Carrefour falls as Europe equity pullback deepens
7977,2013-06-05,Europe equity retreat deepens on fresh Fed concerns
7978,2013-06-05,European Factors to Watch-Shares likely to resume sell-off
7979,2013-06-05,European stock index futures signal lower open
7980,2013-06-05,European Factors to Watch-Shares likely to resume sell-off
7981,2013-06-04,Chip-makers help European shares rebound
7982,2013-06-04,European shares bounce led by chip-makers
7983,2013-06-04,European shares bounce back as chip makers rally
7984,2013-06-04,STMicro leads rebound in European shares
7985,2013-06-04,STMicro growth boost helps European shares rebound
7986,2013-06-04,Europe Factors to Watch-Shares set to track Wall St bounce
7987,2013-06-04,European stock index futures signal rebound
7988,2013-06-03,European stocks bruised by global economy worries
7989,2013-06-03,European shares bruised by economy concerns
7990,2013-06-03,European shares ease, Bunds recover after U.S. data
7991,2013-06-03,European stocks turn positive, led by miners
7992,2013-06-03,RPT-European shares pare losses and turn positive
7993,2013-06-03,European shares pare losses and turn positive
7994,2013-06-03,European shares drop; indexes test support levels
7995,2013-06-03,Europe shares extend losses, breach index support
7996,2013-06-03,Europe shares hit 1-month low after China data
7997,2013-06-03,European Factors to Watch-Shares seen opening lower on stimulus doubts
7998,2013-06-03,European stock index futures signal lower open
7999,2013-05-31,Stimulus concerns push Europe shares to 1-mth closing low
8000,2013-05-31,European shares slip to three-week closing low
8001,2013-05-31,European shares dip, still poised for 12th consecutive monthly gain
8002,2013-05-31,European shares fall, investors take end-month profits
8003,2013-05-31,European shares succumb to month-end profit-taking
8004,2013-05-31,Europe Factors to Watch-Stocks seen mixed; eyes on U.S. data
8005,2013-05-31,European stock index futures signal mixed open
8006,2013-05-30,European shares recover, boosted by miners
8007,2013-05-30,European shares recover, boosted by miners
8008,2013-05-30,Mining stocks help Europe equities recover from losses
8009,2013-05-30,Mining stocks help Europe equities recover from losses
8010,2013-05-30,European shares turn positive after falling at open
8011,2013-05-30,Renault falls as European equity pullback deepens
8012,2013-05-30,European Factors to Watch -Shares to open slightly lower
8013,2013-05-30,European stock index futures signal flat open
8014,2013-05-29,Fresh Fed stimulus uncertainty hits European shares
8015,2013-05-29,Fed stimulus plan uncertainty hits European shares
8016,2013-05-29,European shares pare Tuesday's gain in thin trade
8017,2013-05-29,European shares reverse Tuesday's gains
8018,2013-05-29,Europe shares halt two-day rally; Peugeot drops
8019,2013-05-29,European Factors to Watch-Shares seen opening lower
8020,2013-05-29,European stock index futures signal lower open
8021,2013-05-28,European shares rise after central banks pledge to continue stimulus
8022,2013-05-28,European shares up on Japan, ECB policy comments
8023,2013-05-28,European shares gain on central bank reassurances
8024,2013-05-28,European shares advance towards highs, cyclicals push
8025,2013-05-28,Cyclicals push European shares towards recent highs
8026,2013-05-28,European Factors to Watch - Recovery to extend as London reopens
8027,2013-05-28,European stock index futures signal more gains
8028,2013-05-28,European Factors to Watch - Recovery to extend as London reopens
8029,2013-05-27,European shares bounce in thin trade, Fiat rallies
8030,2013-05-27,Europe shares end higher in thin trade; Fiat rises
8031,2013-05-27,Fiat outperforms as European shares rebound
8032,2013-05-27,Fiat leads as European shares rebound
8033,2013-05-27,European shares rebound as bullish trend seen intact
8034,2013-05-27,European Factors to Watch - Shares to rebound on quiet day
8035,2013-05-27,European stock index futures signal bounce
8036,2013-05-24,European shares post first weekly loss in a month on growth, stimulus worries
8037,2013-05-24,European shares toil amid growth and stimulus worries
8038,2013-05-24,HSBC leads European shares lower in jittery trade
8039,2013-05-24,European shares edge lower, led by banks, autos
8040,2013-05-24,European shares steady as technical traders bet on new bounce
8041,2013-05-24,European shares gain as technical traders bet on new bounce
8042,2013-05-24,Europe Factors to Watch-Shares set to bounce after sell-off
8043,2013-05-24,Europe stock futures signal bounce after sell-off
8044,2013-05-23,Worries over end to monetary stimulus hit Europe shares
8045,2013-05-23,Worries over end to monetary stimulus hit Europe shares
8046,2013-05-23,European shares fall on weak data, possible pullback in US stimulus
8047,2013-05-23,European stock 'fear gauge' surges to 3-week high
8048,2013-05-23,European shares slide after Bernanke comments rattle investors
8049,2013-05-23,U.S. stimulus concerns rattle European shares
8050,2013-05-23,Europe Factors to Watch-Shares seen slipping from 5-yr highs
8051,2013-05-23,European stock futures signal sharply lower open
8052,2013-05-22,Bernanke stimulus comments push European shares to new high
8053,2013-05-22,European shares rise on Bernanke stimulus comments
8054,2013-05-22,Weak luxury goods stocks push European shares off peaks
8055,2013-05-22,Weak luxury goods stocks weigh on European shares
8056,2013-05-22,European shares steady near multi-year highs
8057,2013-05-22,Europe Factors to Watch-Shares seen mixed before Bernanke testimony
8058,2013-05-22,European stock index futures signal mixed open
8059,2013-05-21,European shares stall near peaks, await Fed reassurance
8060,2013-05-21,European shares hold below peaks, await Fed reassurance
8061,2013-05-21,European shares erase losses after Wall St open
8062,2013-05-21,European share rally stalls on doubts about Fed support
8063,2013-05-21,European shares fall from multi-year highs, Sonova slumps
8064,2013-05-21,European shares slip from five-year highs
8065,2013-05-21,European Factors to Watch-Shares seen retreating from 5-yr high
8066,2013-05-21,European stock index futures signal lower open
8067,2013-05-20,Ryanair propels European shares to five-year highs
8068,2013-05-20,Ryanair, DAX gains help European shares edge higher
8069,2013-05-20,European shares flat after touching fresh 5-yr high, charts positive
8070,2013-05-20,Encouraging signs for global economy push European shares to new 5-year high
8071,2013-05-20,European shares set new 5-yr high, cyclicals up
8072,2013-05-20,European Factors to Watch - Shares seen extending rally on growth boost
8073,2013-05-20,European stock index futures signal higher open
